type,start_time,ambient_temperature,battery_id,test_id,uid,filename,Capacity,Re,Rct
discharge,[2009.       4.      14.      16.      39.      25.031],43,B0030,53,2952,02952.csv,1.648481366,,
charge,[2009.       4.      14.      17.       7.      34.421],43,B0030,54,2953,02953.csv,,,
discharge,[2009.       4.      14.      19.      42.      47.234],43,B0030,55,2954,02954.csv,1.630740644,,
charge,[2009.       4.      14.      20.      10.      51.968],43,B0030,56,2955,02955.csv,,,
discharge,[2009.       4.      14.      22.      45.      53.781],43,B0030,57,2956,02956.csv,1.62323023,,
impedance,[2009.       4.      14.      23.      17.      53.031],43,B0030,58,2957,02957.csv,,0.063249674,0.074699167
charge,[2009.     4.    14.    23.    49.    38.5],43,B0030,59,2958,02958.csv,,,
impedance,[2.0090e+03 4.0000e+00 1.5000e+01 2.0000e+00 2.9000e+01 5.3781e+01],43,B0030,60,2959,02959.csv,,0.064329279,0.075026753
discharge,[2009.      4.     15.     14.     58.     30.25],43,B0030,61,2960,02960.csv,1.654190654,,
charge,[2009.       4.      15.      15.      26.      47.046],43,B0030,62,2961,02961.csv,,,
discharge,[2.0090e+03 4.0000e+00 1.5000e+01 1.8000e+01 1.0000e+00 4.3843e+01],43,B0030,63,2962,02962.csv,1.638514397,,
charge,[2009.       4.      15.      18.      29.      47.312],43,B0030,64,2963,02963.csv,,,
discharge,[2.0090e+03 4.0000e+00 1.5000e+01 2.1000e+01 2.0000e+00 5.8328e+01],43,B0030,65,2964,02964.csv,1.618847673,,
charge,[2009.      4.     15.     21.     30.     55.25],43,B0030,66,2965,02965.csv,,,
discharge,[2.009e+03 4.000e+00 1.600e+01 0.000e+00 5.000e+00 8.120e-01],43,B0030,67,2966,02966.csv,1.613421227,,
charge,[2009.      4.     16.      0.     32.     43.25],43,B0030,68,2967,02967.csv,,,
discharge,[2009.       4.      16.       3.       6.      43.062],43,B0030,69,2968,02968.csv,1.60664436,,
impedance,[2009.       4.      16.       3.      38.      19.671],43,B0030,70,2969,02969.csv,,0.06391929,0.07501385
charge,[2009.       4.      16.       4.      10.       5.609],43,B0030,71,2970,02970.csv,,,
impedance,[2009.       4.      16.       6.      50.      32.687],43,B0030,72,2971,02971.csv,,0.065059251,0.075806699
discharge,[2009.      4.     16.     10.     13.     36.39],43,B0030,73,2972,02972.csv,1.613838788,,
charge,[2009.       4.      16.      10.      41.      20.125],43,B0030,74,2973,02973.csv,,,
discharge,[2009.       4.      16.      13.      14.      46.296],43,B0030,75,2974,02974.csv,1.596329501,,
charge,[2009.       4.      16.      13.      42.      26.171],43,B0030,76,2975,02975.csv,,,
discharge,[2009.       4.      16.      16.      16.      19.734],43,B0030,77,2976,02976.csv,1.589078587,,
charge,[2009.       4.      16.      16.      43.      53.531],43,B0030,78,2977,02977.csv,,,
discharge,[2009.       4.      16.      19.      17.      26.531],43,B0030,79,2978,02978.csv,1.580548143,,
charge,[2009.       4.      16.      19.      44.      53.671],43,B0030,80,2979,02979.csv,,,
discharge,[2009.      4.     16.     22.     17.     17.75],43,B0030,81,2980,02980.csv,1.584613105,,
impedance,[2009.       4.      16.      22.      48.      37.781],43,B0030,82,2981,02981.csv,,0.064287085,0.076342818
charge,[2009.       4.      16.      23.      20.      24.234],43,B0030,83,2982,02982.csv,,,
impedance,[2.009e+03 4.000e+00 1.700e+01 2.000e+00 2.000e+00 2.218e+00],43,B0030,84,2983,02983.csv,,0.064684504,0.075704538
discharge,[2009.       4.      17.       9.      45.      34.062],43,B0030,85,2984,02984.csv,1.593665122,,
charge,[2009.       4.      17.      10.      13.      13.906],43,B0030,86,2985,02985.csv,,,
discharge,[2009.       4.      17.      12.      46.      29.125],43,B0030,87,2986,02986.csv,1.584987413,,
charge,[2.009e+03 4.000e+00 1.700e+01 1.300e+01 1.400e+01 1.937e+00],43,B0030,88,2987,02987.csv,,,
discharge,[2009.       4.      17.      15.      46.      53.875],43,B0030,89,2988,02988.csv,1.578706497,,
charge,[2009.       4.      17.      16.      14.      10.328],43,B0030,90,2989,02989.csv,,,
discharge,[2009.       4.      17.      18.      47.      33.937],43,B0030,91,2990,02990.csv,1.570705516,,
charge,[2009.       4.      17.      19.      14.      44.062],43,B0030,92,2991,02991.csv,,,
discharge,[2009.       4.      17.      21.      46.      23.796],43,B0030,93,2992,02992.csv,1.562780404,,
impedance,[2009.      4.     17.     22.     17.     27.25],43,B0030,94,2993,02993.csv,,0.063979585,0.075108992
charge,[2009.       4.      17.      22.      49.      14.125],43,B0030,95,2994,02994.csv,,,
impedance,[2.0090e+03 4.0000e+00 1.8000e+01 1.0000e+00 2.9000e+01 1.3015e+01],43,B0030,96,2995,02995.csv,,0.064615392,0.07534304
discharge,[2010.      6.     16.     10.     39.     50.39],4,B0041,0,2996,02996.csv,0.055620244,,
charge,[2010.       6.      16.      11.       9.      50.781],4,B0041,1,2997,02997.csv,,,
impedance,[2010.      6.     16.     14.     15.      4.89],24,B0041,2,2998,02998.csv,,0.053543345,0.185901907
discharge,[2010.       6.      16.      14.      46.      51.593],4,B0041,3,2999,02999.csv,0.055697473,,
charge,[2010.       6.      16.      15.       6.       5.515],4,B0041,4,3000,03000.csv,,,
discharge,[2010.       6.      16.      18.       7.      22.875],4,B0041,5,3001,03001.csv,0.055839016,,
charge,[2010.      6.     16.     18.     26.     18.14],4,B0041,6,3002,03002.csv,,,
discharge,[2010.       6.      16.      21.      27.      32.859],4,B0041,7,3003,03003.csv,0.05614806,,
charge,[2010.       6.      16.      21.      46.      19.531],4,B0041,8,3004,03004.csv,,,
discharge,[2010.       6.      17.       0.      47.      36.281],4,B0041,9,3005,03005.csv,0.056470532,,
charge,[2.01e+03 6.00e+00 1.70e+01 1.00e+00 0.00e+00 3.05e+01],4,B0041,10,3006,03006.csv,,,
discharge,[2010.       6.      17.       3.      38.      47.796],4,B0041,11,3007,03007.csv,0.044092292,,
impedance,[2.0100e+03 6.0000e+00 1.7000e+01 4.0000e+00 1.0000e+00 4.2312e+01],24,B0041,12,3008,03008.csv,,0.053134147,0.181767798
charge,[2010.       6.      17.       4.      33.      29.468],4,B0041,13,3009,03009.csv,,,
impedance,[2010.       6.      17.       7.      38.      43.687],24,B0041,14,3010,03010.csv,,0.051750833,0.185517136
discharge,[2010.      6.     17.      8.     10.     30.89],4,B0041,15,3011,03011.csv,0.056771913,,
charge,[2010.       6.      17.       8.      29.      16.421],4,B0041,16,3012,03012.csv,,,
discharge,[2010.       6.      17.      11.      30.      34.546],4,B0041,17,3013,03013.csv,0.056938377,,
charge,[2010.       6.      17.      11.      49.      12.546],4,B0041,18,3014,03014.csv,,,
discharge,[2010.       6.      17.      14.      50.      30.921],4,B0041,19,3015,03015.csv,0.044401484,,
charge,[2010.       6.      17.      15.       8.      49.234],4,B0041,20,3016,03016.csv,,,
discharge,[2010.       6.      17.      18.      10.       6.218],4,B0041,21,3017,03017.csv,0.044634358,,
charge,[2010.       6.      17.      18.      28.      39.562],4,B0041,22,3018,03018.csv,,,
discharge,[2010.       6.      17.      21.      29.      54.875],4,B0041,23,3019,03019.csv,0.044798722,,
impedance,[2010.       6.      17.      21.      52.      19.546],24,B0041,24,3020,03020.csv,,0.052677448,0.196157179
charge,[2010.       6.      17.      22.      24.       6.937],4,B0041,25,3021,03021.csv,,,
impedance,[2.0100e+03 6.0000e+00 1.8000e+01 1.0000e+00 2.9000e+01 2.3531e+01],24,B0041,26,3022,03022.csv,,0.052924802,0.185763538
discharge,[2.0100e+03 6.0000e+00 1.8000e+01 2.0000e+00 1.0000e+00 1.1046e+01],4,B0041,27,3023,03023.csv,0.046708988,,
charge,[2.0100e+03 6.0000e+00 1.8000e+01 2.0000e+00 1.9000e+01 4.1687e+01],4,B0041,28,3024,03024.csv,,,
discharge,[2010.       6.      18.       5.      20.      59.203],4,B0041,29,3025,03025.csv,0.044953715,,
charge,[2010.       6.      18.       5.      39.      17.937],4,B0041,30,3026,03026.csv,,,
discharge,[2010.       6.      18.       8.      40.      33.875],4,B0041,31,3027,03027.csv,0.045219329,,
charge,[2010.       6.      18.       8.      58.      45.468],4,B0041,32,3028,03028.csv,,,
discharge,[2010.       6.      18.      12.       0.       2.609],4,B0041,33,3029,03029.csv,0.045402224,,
charge,[2010.       6.      18.      12.      18.      17.218],4,B0041,34,3030,03030.csv,,,
discharge,[2010.       6.      18.      15.      19.      35.359],4,B0041,35,3031,03031.csv,0.045679012,,
impedance,[2010.       6.      18.      15.      41.      40.687],24,B0041,36,3032,03032.csv,,0.052389297,0.186546433
charge,[2010.       6.      18.      16.      13.      28.609],4,B0041,37,3033,03033.csv,,,
impedance,[2010.       6.      18.      19.      18.      45.218],24,B0041,38,3034,03034.csv,,0.052403921,0.188677665
discharge,[2010.       6.      18.      19.      50.      33.234],4,B0041,39,3035,03035.csv,0.045520803,,
charge,[2010.       6.      18.      20.       8.      41.406],4,B0041,40,3036,03036.csv,,,
discharge,[2010    6   18   23    9   59],4,B0041,41,3037,03037.csv,0.045728541,,
charge,[2010.       6.      18.      23.      27.      58.265],4,B0041,42,3038,03038.csv,,,
discharge,[2.0100e+03 6.0000e+00 1.9000e+01 2.0000e+00 2.9000e+01 1.6281e+01],4,B0041,43,3039,03039.csv,0.045860512,,
charge,[2.0100e+03 6.0000e+00 1.9000e+01 2.0000e+00 4.0000e+01 5.4296e+01],4,B0041,44,3040,03040.csv,,,
discharge,[2010.       6.      19.       5.      42.      11.468],4,B0041,45,3041,03041.csv,0.045983556,,
charge,[2010.       6.      19.       5.      53.      27.375],4,B0041,46,3042,03042.csv,,,
discharge,[2010.       6.      19.       8.      49.      37.406],4,B0041,47,3043,03043.csv,0.046128763,,
impedance,[2010.       6.      19.       9.       4.      42.656],24,B0041,48,3044,03044.csv,,0.052153207,0.182273328
charge,[2010.       6.      19.       9.      36.      31.031],4,B0041,49,3045,03045.csv,,,
impedance,[2010.      6.     19.     12.     30.     36.89],24,B0041,50,3046,03046.csv,,0.052831072,0.195710588
discharge,[2010.       6.      21.      15.      19.      37.906],4,B0041,51,3047,03047.csv,0.046371455,,
impedance,[2010.       6.      21.      15.      42.      37.859],24,B0041,52,3048,03048.csv,,0.054257575,0.195666466
charge,[2010.       6.      21.      16.      14.      26.265],4,B0041,53,3049,03049.csv,,,
impedance,[2010.       6.      21.      19.      19.      46.593],24,B0041,54,3050,03050.csv,,0.054090269,0.220668433
discharge,[2010.       6.      21.      19.      51.      35.109],4,B0041,55,3051,03051.csv,0.046423854,,
charge,[2010.       6.      21.      20.      10.      25.609],4,B0041,56,3052,03052.csv,,,
discharge,[2010.       6.      21.      23.      11.      45.359],4,B0041,57,3053,03053.csv,0.04657947,,
charge,[2010.      6.     21.     23.     30.     14.39],4,B0041,58,3054,03054.csv,,,
discharge,[2.0100e+03 6.0000e+00 2.2000e+01 2.0000e+00 3.1000e+01 3.5687e+01],4,B0041,59,3055,03055.csv,0.046726009,,
charge,[2.0100e+03 6.0000e+00 2.2000e+01 2.0000e+00 4.3000e+01 2.4468e+01],4,B0041,60,3056,03056.csv,,,
discharge,[2010.       6.      22.       5.      44.      45.062],4,B0041,61,3057,03057.csv,0.046863472,,
charge,[2010.       6.      22.       6.       3.      34.828],4,B0041,62,3058,03058.csv,,,
discharge,[2010.       6.      22.       9.       4.      54.281],4,B0041,63,3059,03059.csv,0.04712307,,
impedance,[2010.       6.      22.       9.      27.       8.843],24,B0041,64,3060,03060.csv,,0.054490621,0.198467423
charge,[2010.       6.      22.       9.      58.      57.593],4,B0041,65,3061,03061.csv,,,
impedance,[2010.       6.      22.      13.       4.      18.296],24,B0041,66,3062,03062.csv,,0.054120622,0.184957221
discharge,[2010.       6.      22.      13.      36.       7.203],4,B0041,67,3063,03063.csv,0.047089686,,
charge,[2010.       6.      22.      13.      54.      23.468],4,B0041,68,3064,03064.csv,,,
discharge,[2010.       6.      22.      16.      55.      44.609],4,B0041,69,3065,03065.csv,0.04716817,,
charge,[2010    6   22   17   13   51],4,B0041,70,3066,03066.csv,,,
discharge,[2010.       6.      22.      20.      15.       9.718],4,B0041,71,3067,03067.csv,0.047416623,,
charge,[2010.       6.      22.      20.      33.      19.343],4,B0041,72,3068,03068.csv,,,
discharge,[2010.       6.      22.      23.      34.      40.078],4,B0041,73,3069,03069.csv,0.047473658,,
charge,[2010.       6.      22.      23.      52.      40.015],4,B0041,74,3070,03070.csv,,,
discharge,[2.010e+03 6.000e+00 2.300e+01 2.000e+00 5.400e+01 2.359e+00],4,B0041,75,3071,03071.csv,0.047671072,,
impedance,[2010.       6.      23.       3.      15.      52.484],24,B0041,76,3072,03072.csv,,0.054199406,0.199498742
charge,[2010.       6.      23.       3.      47.      41.593],4,B0041,77,3073,03073.csv,,,
impedance,[2.010e+03 6.000e+00 2.300e+01 6.000e+00 5.300e+01 1.625e+00],24,B0041,78,3074,03074.csv,,0.052332271,0.196052494
discharge,[2010.       6.      23.       7.      24.      51.046],4,B0041,79,3075,03075.csv,0.047756149,,
charge,[2010.       6.      23.       7.      42.      56.171],4,B0041,80,3076,03076.csv,,,
discharge,[2010.      6.     23.     10.     44.     16.39],4,B0041,81,3077,03077.csv,0.047833691,,
charge,[2.0100e+03 6.0000e+00 2.3000e+01 1.1000e+01 1.0000e+00 5.9171e+01],4,B0041,82,3078,03078.csv,,,
discharge,[2010.      6.     23.     14.      3.     18.14],4,B0041,83,3079,03079.csv,0.047922817,,
charge,[2010.       6.      23.      14.      18.      20.062],4,B0041,84,3080,03080.csv,,,
discharge,[2010.       6.      23.      17.      19.      43.093],4,B0041,85,3081,03081.csv,0.048108025,,
charge,[2010.       6.      23.      17.      31.      13.656],4,B0041,86,3082,03082.csv,,,
discharge,[2010.       6.      23.      20.      32.      31.953],4,B0041,87,3083,03083.csv,0.048087827,,
impedance,[2010.       6.      23.      20.      39.      52.671],24,B0041,88,3084,03084.csv,,0.053538439,0.183490994
charge,[2010.       6.      23.      21.      11.      42.187],4,B0041,89,3085,03085.csv,,,
impedance,[2010.      6.     23.     22.     38.     15.39],24,B0041,90,3086,03086.csv,,0.055153784,0.184007766
discharge,[2010.       6.      23.      23.      10.       5.078],4,B0041,91,3087,03087.csv,0.048422619,,
charge,[2010.       6.      23.      23.      13.      26.015],4,B0041,92,3088,03088.csv,,,
discharge,[2010.       6.      24.       0.      22.      53.234],4,B0041,93,3089,03089.csv,0.047986495,,
charge,[2.010e+03 6.000e+00 2.400e+01 0.000e+00 2.600e+01 1.515e+00],4,B0041,94,3090,03090.csv,,,
discharge,[2.010e+03 6.000e+00 2.400e+01 1.000e+00 1.800e+01 4.437e+00],4,B0041,95,3091,03091.csv,0.048221752,,
charge,[2.0100e+03 6.0000e+00 2.4000e+01 1.0000e+00 2.1000e+01 2.5375e+01],4,B0041,96,3092,03092.csv,,,
discharge,[2.0100e+03 6.0000e+00 2.4000e+01 2.0000e+00 1.7000e+01 4.2484e+01],4,B0041,97,3093,03093.csv,0.047877316,,
charge,[2.0100e+03 6.0000e+00 2.4000e+01 2.0000e+00 2.0000e+01 5.1375e+01],4,B0041,98,3094,03094.csv,,,
discharge,[2010.     6.    24.     3.    12.    12.5],4,B0041,99,3095,03095.csv,0.048290321,,
impedance,[2010.       6.      24.       3.      19.      21.546],24,B0041,100,3096,03096.csv,,0.053608698,0.19409196
charge,[2010.       6.      24.       3.      51.      11.234],4,B0041,101,3097,03097.csv,,,
impedance,[2.01e+03 6.00e+00 2.40e+01 4.00e+00 5.90e+01 2.50e-01],24,B0041,102,3098,03098.csv,,0.053077089,0.214916479
discharge,[2010.       6.      25.      18.      45.       5.406],4,B0041,103,3099,03099.csv,1.215649409,,
impedance,[2010.       6.      25.      20.      24.       6.312],24,B0041,104,3100,03100.csv,,0.059739667,0.217369467
charge,[2010.       6.      25.      20.      55.      56.234],4,B0041,105,3101,03101.csv,,,
impedance,[2.0100e+03 6.0000e+00 2.6000e+01 0.0000e+00 1.0000e+00 2.0359e+01],24,B0041,106,3102,03102.csv,,0.052022724,0.195554904
discharge,[2010.       6.      26.       0.      33.      10.328],4,B0041,107,3103,03103.csv,1.147641632,,
charge,[2.0100e+03 6.0000e+00 2.6000e+01 2.0000e+00 9.0000e+00 4.6062e+01],4,B0041,108,3104,03104.csv,,,
discharge,[2010.       6.      26.       5.      11.       6.265],4,B0041,109,3105,03105.csv,1.119457453,,
charge,[2010.       6.      26.       6.      47.       6.703],4,B0041,110,3106,03106.csv,,,
discharge,[2010.       6.      26.       9.      48.      28.984],4,B0041,111,3107,03107.csv,1.084132564,,
charge,[2010.       6.      26.      11.      23.      55.578],4,B0041,112,3108,03108.csv,,,
discharge,[2010.      6.     26.     14.     25.     15.64],4,B0041,113,3109,03109.csv,1.060778423,,
charge,[2010.       6.      26.      15.      59.      50.812],4,B0041,114,3110,03110.csv,,,
discharge,[2.0100e+03 6.0000e+00 2.6000e+01 1.9000e+01 1.0000e+00 1.0906e+01],4,B0041,115,3111,03111.csv,1.017031287,,
impedance,[2010.      6.     26.     20.     39.     31.14],24,B0041,116,3112,03112.csv,,0.057319808,0.213038147
charge,[2010.      6.     26.     21.     11.     21.39],4,B0041,117,3113,03113.csv,,,
impedance,[2010.       6.      27.       0.      16.      41.953],24,B0041,118,3114,03114.csv,,0.052690406,0.202505535
discharge,[2010.       6.      27.       0.      48.      32.265],4,B0041,119,3115,03115.csv,1.0000375,,
charge,[2.0100e+03 6.0000e+00 2.7000e+01 2.0000e+00 2.2000e+01 1.3843e+01],4,B0041,120,3116,03116.csv,,,
discharge,[2010.       6.      27.       5.      23.      33.859],4,B0041,121,3117,03117.csv,0.991506495,,
charge,[2.01e+03 6.00e+00 2.70e+01 6.00e+00 5.70e+01 5.15e-01],4,B0041,122,3118,03118.csv,,,
discharge,[2010.       6.      27.       9.      58.      20.953],4,B0041,123,3119,03119.csv,0.965564443,,
charge,[2010.       6.      27.      11.      31.      20.968],4,B0041,124,3120,03120.csv,,,
discharge,[2010.       6.      27.      14.      32.      41.171],4,B0041,125,3121,03121.csv,0.938331196,,
charge,[2010.       6.      27.      16.       5.      16.625],4,B0041,126,3122,03122.csv,,,
discharge,[2010.       6.      27.      19.       6.      37.984],4,B0041,127,3123,03123.csv,0.929890339,,
impedance,[2010.       6.      27.      20.      42.      49.937],24,B0041,128,3124,03124.csv,,0.059368692,0.21036604
charge,[2010.      6.     27.     21.     14.     40.64],4,B0041,129,3125,03125.csv,,,
impedance,[2010.       6.      28.       0.      20.       6.921],24,B0041,130,3126,03126.csv,,0.054772449,0.210594507
discharge,[2010.       6.      28.       0.      51.      57.734],4,B0041,131,3127,03127.csv,0.90721174,,
charge,[2.0100e+03 6.0000e+00 2.8000e+01 2.0000e+00 2.3000e+01 3.4531e+01],4,B0041,132,3128,03128.csv,,,
discharge,[2010.      6.     28.      5.     24.     57.14],4,B0041,133,3129,03129.csv,0.917687068,,
charge,[2010.       6.      28.       6.      56.      15.671],4,B0041,134,3130,03130.csv,,,
discharge,[2010.       6.      28.       9.      57.      41.468],4,B0041,135,3131,03131.csv,0.915743072,,
charge,[2010.       6.      28.      11.      28.      20.734],4,B0041,136,3132,03132.csv,,,
discharge,[2010.       6.      28.      14.      29.      46.171],4,B0041,137,3133,03133.csv,0.911166269,,
charge,[2010.       6.      28.      15.      59.      45.656],4,B0041,138,3134,03134.csv,,,
discharge,[2.010e+03 6.000e+00 2.800e+01 1.900e+01 1.000e+00 9.578e+00],4,B0041,139,3135,03135.csv,0.896890144,,
impedance,[2010.       6.      28.      20.      34.      48.703],24,B0041,140,3136,03136.csv,,0.061629824,0.209090693
charge,[2010.       6.      28.      21.       6.      40.062],4,B0041,141,3137,03137.csv,,,
impedance,[2010.       6.      29.       0.      12.       8.687],24,B0041,142,3138,03138.csv,,0.055741732,0.197343037
discharge,[2.01e+03 6.00e+00 2.90e+01 0.00e+00 4.40e+01 7.80e-02],4,B0041,143,3139,03139.csv,0.886213347,,
charge,[2.0100e+03 6.0000e+00 2.9000e+01 2.0000e+00 1.3000e+01 2.3796e+01],4,B0041,144,3140,03140.csv,,,
discharge,[2010.       6.      29.       5.      14.      48.968],4,B0041,145,3141,03141.csv,0.893112414,,
charge,[2010.     6.    29.     6.    43.    33.5],4,B0041,146,3142,03142.csv,,,
discharge,[2010.       6.      29.       9.      44.      58.609],4,B0041,147,3143,03143.csv,0.880898507,,
charge,[2010.       6.      29.      11.      13.      20.578],4,B0041,148,3144,03144.csv,,,
discharge,[2010.       6.      29.      14.      14.      43.546],4,B0041,149,3145,03145.csv,0.879887938,,
charge,[2010.      6.     29.     15.     42.     37.75],4,B0041,150,3146,03146.csv,,,
discharge,[2.010e+03 6.000e+00 2.900e+01 1.800e+01 4.400e+01 1.531e+00],4,B0041,151,3147,03147.csv,0.868234754,,
impedance,[2010.      6.     29.     20.     15.     20.89],24,B0041,152,3148,03148.csv,,0.062916763,0.218510454
charge,[2010.       6.      29.      20.      47.      12.671],4,B0041,153,3149,03149.csv,,,
impedance,[2010.       6.      29.      23.      52.      41.093],24,B0041,154,3150,03150.csv,,0.057189257,0.194129188
discharge,[2010.       6.      30.       0.      24.      32.875],4,B0041,155,3151,03151.csv,0.844356949,,
charge,[2.0100e+03 6.0000e+00 3.0000e+01 1.0000e+00 5.1000e+01 5.2468e+01],4,B0041,156,3152,03152.csv,,,
discharge,[2010.     6.    30.     4.    53.    18.5],4,B0041,157,3153,03153.csv,0.86570932,,
charge,[2010.       6.      30.       6.      20.       3.859],4,B0041,158,3154,03154.csv,,,
discharge,[2010.       6.      30.       9.      21.      28.343],4,B0041,159,3155,03155.csv,0.848696904,,
charge,[2010.       6.      30.      10.      47.      43.109],4,B0041,160,3156,03156.csv,,,
discharge,[2010.       6.      30.      13.      49.       7.171],4,B0041,161,3157,03157.csv,0.836494843,,
charge,[2010.      6.     30.     15.     14.     54.75],4,B0041,162,3158,03158.csv,,,
impedance,[2.0090e+03 2.0000e+00 1.3000e+01 1.9000e+01 3.0000e+00 5.2109e+01],24,B0027,0,3159,03159.csv,,0.090839777,0.139166785
charge,[2.0090e+03 2.0000e+00 1.3000e+01 1.9000e+01 3.5000e+01 3.5093e+01],24,B0027,1,3160,03160.csv,,,
impedance,[2.0090e+03 2.0000e+00 1.3000e+01 2.2000e+01 4.0000e+01 4.5046e+01],24,B0027,2,3161,03161.csv,,0.085483345,0.109514758
discharge,[2.0090e+03 2.0000e+00 1.3000e+01 2.3000e+01 1.2000e+01 2.8078e+01],24,B0027,3,3162,03162.csv,1.823307774,,
charge,[2.0090e+03 2.0000e+00 1.4000e+01 1.0000e+00 2.0000e+00 2.3062e+01],24,B0027,4,3163,03163.csv,,,
discharge,[2.0090e+03 2.0000e+00 1.4000e+01 4.0000e+00 3.0000e+00 3.4578e+01],24,B0027,5,3164,03164.csv,1.814238465,,
charge,[2.0090e+03 2.0000e+00 1.4000e+01 5.0000e+00 5.3000e+01 3.0656e+01],24,B0027,6,3165,03165.csv,,,
discharge,[2.0090e+03 2.0000e+00 1.4000e+01 8.0000e+00 5.4000e+01 4.1468e+01],24,B0027,7,3166,03166.csv,1.812859679,,
charge,[2.0090e+03 2.0000e+00 1.4000e+01 1.0000e+01 4.4000e+01 1.1093e+01],24,B0027,8,3167,03167.csv,,,
discharge,[2.0090e+03 2.0000e+00 1.4000e+01 1.3000e+01 4.5000e+01 2.3546e+01],24,B0027,9,3168,03168.csv,1.814424245,,
charge,[2.0090e+03 2.0000e+00 1.4000e+01 1.5000e+01 3.4000e+01 3.5156e+01],24,B0027,10,3169,03169.csv,,,
discharge,[2.0090e+03 2.0000e+00 1.4000e+01 1.8000e+01 3.5000e+01 4.0671e+01],24,B0027,11,3170,03170.csv,1.812800334,,
impedance,[2.0090e+03 2.0000e+00 1.4000e+01 2.0000e+01 2.8000e+01 4.7968e+01],24,B0027,12,3171,03171.csv,,0.104301759,0.139335713
charge,[2.0090e+03 2.0000e+00 1.4000e+01 2.1000e+01 0.0000e+00 3.1546e+01],24,B0027,13,3172,03172.csv,,,
impedance,[2.009e+03 2.000e+00 1.500e+01 0.000e+00 5.000e+00 9.796e+00],24,B0027,14,3173,03173.csv,,0.107221435,0.127819625
discharge,[2.0090e+03 2.0000e+00 1.8000e+01 1.0000e+01 4.8000e+01 5.8156e+01],24,B0027,15,3174,03174.csv,1.79460387,,
impedance,[2.009e+03 2.000e+00 1.800e+01 1.200e+01 4.100e+01 9.765e+00],24,B0027,16,3175,03175.csv,,0.102151235,0.131585983
charge,[2.009e+03 2.000e+00 1.800e+01 1.300e+01 1.200e+01 5.364e+01],24,B0027,17,3176,03176.csv,,,
impedance,[2.0090e+03 2.0000e+00 1.8000e+01 1.6000e+01 1.7000e+01 2.3281e+01],24,B0027,18,3177,03177.csv,,0.10276918,0.12417437
discharge,[2.009e+03 2.000e+00 1.800e+01 1.600e+01 4.900e+01 7.390e+00],24,B0027,19,3178,03178.csv,1.816519171,,
charge,[2.0090e+03 2.0000e+00 1.8000e+01 1.8000e+01 3.8000e+01 2.2812e+01],24,B0027,20,3179,03179.csv,,,
charge,[2.009e+03 2.000e+00 1.800e+01 2.200e+01 2.000e+01 1.140e+00],24,B0027,21,3180,03180.csv,,,
discharge,[2.0090e+03 2.0000e+00 1.9000e+01 0.0000e+00 5.2000e+01 4.9687e+01],24,B0027,22,3181,03181.csv,1.819833557,,
charge,[2.009e+03 2.000e+00 1.900e+01 2.000e+00 4.100e+01 5.214e+01],24,B0027,23,3182,03182.csv,,,
discharge,[2.009e+03 2.000e+00 1.900e+01 5.000e+00 3.800e+01 5.714e+01],24,B0027,24,3183,03183.csv,1.816980986,,
charge,[2.0090e+03 2.0000e+00 1.9000e+01 7.0000e+00 2.7000e+01 4.8015e+01],24,B0027,25,3184,03184.csv,,,
discharge,[2.0090e+03 2.0000e+00 1.9000e+01 1.0000e+01 2.5000e+01 1.5218e+01],24,B0027,26,3185,03185.csv,1.804760271,,
impedance,[2.009e+03 2.000e+00 1.900e+01 1.200e+01 1.800e+01 4.484e+00],24,B0027,27,3186,03186.csv,,0.104316046,0.132210977
charge,[2.0090e+03 2.0000e+00 1.9000e+01 1.2000e+01 4.9000e+01 4.8921e+01],24,B0027,28,3187,03187.csv,,,
impedance,[2.0090e+03 2.0000e+00 1.9000e+01 1.5000e+01 5.0000e+01 5.9703e+01],24,B0027,29,3188,03188.csv,,0.10381158,0.12316169
discharge,[2.0090e+03 2.0000e+00 2.0000e+01 9.0000e+00 4.4000e+01 2.6828e+01],24,B0027,30,3189,03189.csv,1.802177888,,
impedance,[2.009e+03 2.000e+00 2.000e+01 1.100e+01 3.700e+01 5.620e-01],24,B0027,31,3190,03190.csv,,0.099584507,0.129383381
charge,[2.0090e+03 2.0000e+00 2.0000e+01 1.2000e+01 8.0000e+00 4.4968e+01],24,B0027,32,3191,03191.csv,,,
impedance,[2.0090e+03 2.0000e+00 2.0000e+01 1.5000e+01 1.1000e+01 4.1671e+01],24,B0027,33,3192,03192.csv,,0.099803555,0.12056516
discharge,[2.009e+03 2.000e+00 2.000e+01 1.500e+01 4.300e+01 2.614e+01],24,B0027,34,3193,03193.csv,1.810054376,,
charge,[2.0090e+03 2.0000e+00 2.0000e+01 1.7000e+01 3.2000e+01 1.0968e+01],24,B0027,35,3194,03194.csv,,,
discharge,[2.009e+03 2.000e+00 2.000e+01 2.000e+01 2.700e+01 8.120e-01],24,B0027,36,3195,03195.csv,1.81916187,,
charge,[2.0090e+03 2.0000e+00 2.0000e+01 2.2000e+01 1.5000e+01 3.0718e+01],24,B0027,37,3196,03196.csv,,,
discharge,[2.0090e+03 2.0000e+00 2.1000e+01 1.0000e+00 1.2000e+01 5.7984e+01],24,B0027,38,3197,03197.csv,1.806344581,,
charge,[2.009e+03 2.000e+00 2.100e+01 3.000e+00 1.000e+00 1.814e+01],24,B0027,39,3198,03198.csv,,,
